AnthropogenicHUC_PUptake_year,AnthropogenicHUC_PUptake_day,HUC_8,AREA_ACRES,PFOR_year,PWETL_year,PAGC_year,PAGP_year,PDEV_year,PFOR_day,PWETL_day,PAGC_day,PAGP_day,PDEV_day
1147843.645311566 kilogram,3144.777110442647 kilogram,11140105,1165595.40117 acre,6746672.543581974 kilogram,50030.23076015774 kilogram,86338.90809724516 kilogram,1011474.5064541631 kilogram,0.0 kilogram,18484.034365978012 kilogram,137.06912537029518 kilogram,236.54495369108264 kilogram,2771.163031381269 kilogram,0.0 kilogram
824072.0018758483 kilogram,2257.7315119886252 kilogram,17120001,857706.062063 acre,433929.12023586495 kilogram,19548.459649504497 kilogram,252512.40185230906 kilogram,552011.1403740348 kilogram,0.0 kilogram,1188.8469047557944 kilogram,53.5574236972726 kilogram,691.8147995953673 kilogram,1512.3592886959857 kilogram,0.0 kilogram
1607598.5831738848 kilogram,4404.379679928452 kilogram,12110201,105871.425887 acre,23143.83588712292 kilogram,52037.64806876489 kilogram,1544663.2030002882 kilogram,10897.732104831539 kilogram,0.0 kilogram,63.407769553761426 kilogram,142.56889881853394 kilogram,4231.953980822707 kilogram,29.856800287209694 kilogram,0.0 kilogram
1144403.7892573255 kilogram,3135.3528472803437 kilogram,11020013,521118.35831 acre,11478.951202446151 kilogram,4375.096271829203 kilogram,1080268.9189762091 kilogram,59759.77400928718 kilogram,0.0 kilogram,31.4491813765648 kilogram,11.986565128299187 kilogram,2959.6408739074222 kilogram,163.72540824462243 kilogram,0.0 kilogram
93612.44317377912 kilogram,256.47244705144965 kilogram,17070304,736112.719783 acre,2219415.375846026 kilogram,36787.62713002786 kilogram,15013.95863001455 kilogram,41810.85741373672 kilogram,0.0 kilogram,6080.59007081103 kilogram,100.7880195343229 kilogram,41.134133232916575 kilogram,114.55029428421018 kilogram,0.0 kilogram
82660637.85248396 kilogram,226467.50096570948 kilogram,07070003,2099349.49125 acre,6738806.764302991 kilogram,664720.417892537 kilogram,81131964.92044598 kilogram,863952.5141454503 kilogram,0.0 kilogram,18462.48428576162 kilogram,1821.151829842567 kilogram,222279.35594642733 kilogram,2366.99318943959 kilogram,0.0 kilogram
8771250.14145368 kilogram,24030.822305352547 kilogram,18040012,507269.82848 acre,1848276.770963637 kilogram,9445.572030019788 kilogram,8653278.180397939 kilogram,108526.38902572112 kilogram,0.0 kilogram,5063.771975242841 kilogram,25.87827953430079 kilogram,23707.611453145037 kilogram,297.3325726732085 kilogram,0.0 kilogram
4024125.1652562255 kilogram,11025.000452756782 kilogram,04030108,1462573.03442 acre,6436884.245806293 kilogram,1574748.5026840747 kilogram,2141336.4910637746 kilogram,308040.1715083766 kilogram,0.0 kilogram,17635.299303578882 kilogram,4314.379459408424 kilogram,5866.675317982944 kilogram,843.9456753654154 kilogram,0.0 kilogram
13686143.839407936 kilogram,37496.28449152859 kilogram,03050205,702432.211572 acre,1274490.8530975278 kilogram,604769.4948087792 kilogram,12924199.160266807 kilogram,157175.1843323487 kilogram,0.0 kilogram,3491.755761911035 kilogram,1656.9027255035046 kilogram,35408.76482264879 kilogram,430.6169433762978 kilogram,0.0 kilogram
6029521.919745646 kilogram,16519.23813628944 kilogram,17010306,442726.603514 acre,892249.8273163098 kilogram,8113.818587807937 kilogram,5993480.2121780785 kilogram,27927.888979760344 kilogram,0.0 kilogram,2444.520074839205 kilogram,22.229639966597087 kilogram,16420.493731994735 kilogram,76.51476432811053 kilogram,0.0 kilogram
2137188.6242422443 kilogram,5855.31129929382 kilogram,15050100,2106735.7558 acre,218831.46704218053 kilogram,85663.43460652577 kilogram,1828214.986162482 kilogram,223310.20347323647 kilogram,0.0 kilogram,599.5382658689878 kilogram,234.69434138774184 kilogram,5008.808181267074 kilogram,611.808776639004 kilogram,0.0 kilogram
1915.532586052245 kilogram,5.248034482334918 kilogram,13040210,572604.241103 acre,3219.334350624072 kilogram,944.9439623845359 kilogram,970.5886236677092 kilogram,0.0 kilogram,0.0 kilogram,8.820094111298827 kilogram,2.5888875681768106 kilogram,2.6591469141581072 kilogram,0.0 kilogram,0.0 kilogram
156641.53564559398 kilogram,429.1548921797095 kilogram,17100105,367841.55088 acre,1741789.1194383649 kilogram,80185.21547813613 kilogram,68251.29737823589 kilogram,8205.02278922195 kilogram,0.0 kilogram,4772.024984762644 kilogram,219.68552185790722 kilogram,186.98985583078326 kilogram,22.479514491019042 kilogram,0.0 kilogram
4168954.351370711 kilogram,11421.7927434814 kilogram,12100202,1373673.03266 acre,2363592.3679427393 kilogram,161337.8758523087 kilogram,2167868.8475622 kilogram,1839747.6279562023 kilogram,0.0 kilogram,6475.595528610244 kilogram,442.02157767755807 kilogram,5939.3667056498625 kilogram,5040.404460153979 kilogram,0.0 kilogram
224750.6160691132 kilogram,615.7551125181184 kilogram,10080011,278995.406173 acre,3811.39423211765 kilogram,15151.629623434035 kilogram,197189.86098544148 kilogram,12409.125460237674 kilogram,0.0 kilogram,10.44217597840452 kilogram,41.51131403680558 kilogram,540.2461944806616 kilogram,33.99760400065116 kilogram,0.0 kilogram
25748.838459294362 kilogram,70.54476290217633 kilogram,18090103,878302.577851 acre,1065224.708113077 kilogram,21387.31698656266 kilogram,0.0 kilogram,4361.521472731704 kilogram,0.0 kilogram,2918.423857844047 kilogram,58.59538900428126 kilogram,0.0 kilogram,11.94937389789508 kilogram,0.0 kilogram
3310926.1014815 kilogram,9071.030415017809 kilogram,05130103,1205862.50471 acre,6828081.119597731 kilogram,745.8942434735364 kilogram,2033364.0134653235 kilogram,1276816.1937727027 kilogram,0.0 kilogram,18707.071560541728 kilogram,2.043545872530237 kilogram,5570.8603108639 kilogram,3498.126558281377 kilogram,0.0 kilogram
12630.07439893111 kilogram,34.602943558715374 kilogram,10080004,470641.000335 acre,8558.526848428 kilogram,10931.44166973135 kilogram,1479.5941501530644 kilogram,219.03857904669616 kilogram,0.0 kilogram,23.44801876281644 kilogram,29.949155259537946 kilogram,4.05368260315908 kilogram,0.6001056960183456 kilogram,0.0 kilogram
6435700.5846705455 kilogram,17632.05639635766 kilogram,04080102,443076.719881 acre,718693.0995341286 kilogram,199616.11316195488 kilogram,6096034.880190263 kilogram,140049.59131832788 kilogram,0.0 kilogram,1969.0221905044618 kilogram,546.8934607176847 kilogram,16701.4654251788 kilogram,383.69751046117227 kilogram,0.0 kilogram
3841286.9780765288 kilogram,10524.073912538435 kilogram,18050001,423486.365558 acre,525027.0669427736 kilogram,169295.32273855488 kilogram,3658130.7136416575 kilogram,13860.94169631631 kilogram,0.0 kilogram,1438.4303203911606 kilogram,463.82280202343804 kilogram,10022.275927785364 kilogram,37.97518272963372 kilogram,0.0 kilogram
105092.38639700733 kilogram,287.92434629317074 kilogram,17100206,495974.25275 acre,3187577.6618510047 kilogram,28204.993956177943 kilogram,42833.09669319312 kilogram,34054.29574763626 kilogram,0.0 kilogram,8733.0894845233 kilogram,77.27395604432313 kilogram,117.3509498443647 kilogram,93.2994404044829 kilogram,0.0 kilogram
2526062.7035880983 kilogram,6920.719735857803 kilogram,17070204,2009959.77948 acre,2025532.8573738 kilogram,7131.690000372548 kilogram,2447690.0103099016 kilogram,71241.00327782406 kilogram,0.0 kilogram,5549.405088695342 kilogram,19.538876713349445 kilogram,6706.000028246305 kilogram,195.1808308981481 kilogram,0.0 kilogram
80158258.88436833 kilogram,219611.66817635158 kilogram,17020016,1327271.32999 acre,7365.070065182132 kilogram,23022.18740389054 kilogram,79777386.39075243 kilogram,357850.3062120133 kilogram,0.0 kilogram,20.178274151183924 kilogram,63.07448603805628 kilogram,218568.18189247244 kilogram,980.4117978411323 kilogram,0.0 kilogram
1978415.875927601 kilogram,5420.317468294797 kilogram,10020002,935152.559857 acre,1476951.0277137442 kilogram,14302.006687712192 kilogram,1492363.973013288 kilogram,471749.89622660086 kilogram,0.0 kilogram,4046.4411718184774 kilogram,39.18357996633477 kilogram,4088.668419214488 kilogram,1292.465469113975 kilogram,0.0 kilogram
101234.86069854203 kilogram,277.3557827357316 kilogram,16020306,3491249.46567 acre,1905498.6892504804 kilogram,30322.96954981806 kilogram,3055.258348217846 kilogram,67856.63280050612 kilogram,0.0 kilogram,5220.544354110905 kilogram,83.07662890361112 kilogram,8.370570817035194 kilogram,185.90858301508527 kilogram,0.0 kilogram
700648.7151704732 kilogram,1919.585521014995 kilogram,13040100,2333745.79793 acre,2542.0699981593975 kilogram,2094.301784118164 kilogram,673522.445251773 kilogram,25031.968134582068 kilogram,0.0 kilogram,6.964575337423007 kilogram,5.737813107173052 kilogram,1845.2669732925287 kilogram,68.58073461529334 kilogram,0.0 kilogram
4285255.640248297 kilogram,11740.42641163917 kilogram,11140106,928815.546457 acre,2627700.8624951043 kilogram,308104.6152825513 kilogram,2520772.073160587 kilogram,1456378.951805159 kilogram,0.0 kilogram,7199.180445192067 kilogram,844.1222336508256 kilogram,6906.224857974211 kilogram,3990.0793200141343 kilogram,0.0 kilogram
34514.01832383121 kilogram,94.55895431186633 kilogram,17050109,840489.434263 acre,1208.2531269173398 kilogram,371.67861259458056 kilogram,28250.612765946946 kilogram,5891.726945289684 kilogram,0.0 kilogram,3.3102825394995614 kilogram,1.0182975687522755 kilogram,77.39893908478615 kilogram,16.141717658327902 kilogram,0.0 kilogram
239529.742515895 kilogram,656.2458699065617 kilogram,18070301,1200372.21711 acre,198348.19673903967 kilogram,43022.10834138832 kilogram,190780.32200593082 kilogram,5727.3121685758415 kilogram,0.0 kilogram,543.4197170932594 kilogram,117.86878997640635 kilogram,522.6858137148789 kilogram,15.691266215276277 kilogram,0.0 kilogram
0.0 kilogram,0.0 kilogram,18020105,383766.693509 acre,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram
471418.0446371428 kilogram,1291.5562866771036 kilogram,17110020,624193.993362 acre,3849736.377482296 kilogram,34544.25924432332 kilogram,301188.71171419293 kilogram,135685.07367862656 kilogram,0.0 kilogram,10547.22295200629 kilogram,94.64180614883102 kilogram,825.1745526416245 kilogram,371.7399278866481 kilogram,0.0 kilogram
25591.466600970627 kilogram,70.11360712594693 kilogram,14060006,615662.9419 acre,2577039.4424137063 kilogram,9183.673056096046 kilogram,3103.36790663798 kilogram,13304.4256382366 kilogram,0.0 kilogram,7060.382034010155 kilogram,25.160748098893276 kilogram,8.502377826405425 kilogram,36.45048120064822 kilogram,0.0 kilogram
2408960.081180585 kilogram,6599.890633371466 kilogram,03140103,874889.055191 acre,3813793.707340328 kilogram,289421.98519312835 kilogram,1849175.9386704066 kilogram,270362.1573170503 kilogram,0.0 kilogram,10448.749883124186 kilogram,792.9369457345982 kilogram,5066.235448412072 kilogram,740.7182392247954 kilogram,0.0 kilogram
2454320.375845106 kilogram,6724.165413274262 kilogram,15030101,1776639.86361 acre,9334.506085674788 kilogram,55331.63471219267 kilogram,2358654.039113111 kilogram,40334.70201980222 kilogram,0.0 kilogram,25.573989275821337 kilogram,151.59351975943196 kilogram,6462.065860583865 kilogram,110.50603293096499 kilogram,0.0 kilogram
3573177.6325428314 kilogram,9789.527760391318 kilogram,02050104,884823.586971 acre,4605287.503641867 kilogram,29418.084782966645 kilogram,2332379.0253646756 kilogram,1211380.5223951894 kilogram,0.0 kilogram,12617.226037374978 kilogram,80.59749255607301 kilogram,6390.079521547056 kilogram,3318.8507462881903 kilogram,0.0 kilogram
4882229.558947481 kilogram,13375.97139437666 kilogram,04030105,779746.997022 acre,2917206.4205019 kilogram,809657.6619142724 kilogram,3878570.8695770465 kilogram,194001.0274561626 kilogram,0.0 kilogram,7992.346357539452 kilogram,2218.2401696281436 kilogram,10626.221560485059 kilogram,531.5096642634592 kilogram,0.0 kilogram
2853570.3020680333 kilogram,7818.000827583653 kilogram,17050124,1076982.13659 acre,2880759.6018376243 kilogram,9033.75196978432 kilogram,2627327.0788780544 kilogram,217209.47122019427 kilogram,0.0 kilogram,7892.492059829107 kilogram,24.75000539666937 kilogram,7198.156380487821 kilogram,595.0944416991624 kilogram,0.0 kilogram
1899968.07640417 kilogram,5205.3919901484105 kilogram,03050112,622160.890042 acre,1460653.653899249 kilogram,877968.1154583853 kilogram,952223.0830915589 kilogram,69776.87785422574 kilogram,0.0 kilogram,4001.790832600682 kilogram,2405.392097146261 kilogram,2608.830364634408 kilogram,191.16952836774175 kilogram,0.0 kilogram
900139.7854438432 kilogram,2466.136398476283 kilogram,03160103,558367.902216 acre,2848890.818958369 kilogram,124530.4428198873 kilogram,603427.524720567 kilogram,172181.81790338887 kilogram,0.0 kilogram,7805.18032591334 kilogram,341.17929539695155 kilogram,1653.2260951248413 kilogram,471.73100795449005 kilogram,0.0 kilogram
4917180.232972394 kilogram,13471.726665677792 kilogram,15070202,772489.604166 acre,0.0 kilogram,2994.3621926090577 kilogram,4902080.1258541085 kilogram,12105.744925676376 kilogram,0.0 kilogram,0.0 kilogram,8.203732034545364 kilogram,13430.356509189338 kilogram,33.16642445390788 kilogram,0.0 kilogram
41622.4596838387 kilogram,114.03413612010603 kilogram,17100312,411236.998523 acre,2699041.664558351 kilogram,25131.572548198612 kilogram,7268.405140251062 kilogram,9222.481995389024 kilogram,0.0 kilogram,7394.63469742014 kilogram,68.85362341972223 kilogram,19.91343874041387 kilogram,25.267073959969927 kilogram,0.0 kilogram
16437.309305489354 kilogram,45.03372412462837 kilogram,11080005,659024.051167 acre,370980.28310227976 kilogram,10574.882734056773 kilogram,5098.149627488814 kilogram,764.2769439437682 kilogram,0.0 kilogram,1016.3843372665199 kilogram,28.972281463169242 kilogram,13.967533225996752 kilogram,2.0939094354623786 kilogram,0.0 kilogram
1415487.5530855334 kilogram,3878.048090645297 kilogram,10190006,531849.194281 acre,2264477.4132366735 kilogram,30425.33560736102 kilogram,1220552.5069957057 kilogram,164509.71048246676 kilogram,0.0 kilogram,6204.047707497735 kilogram,83.35708385578361 kilogram,3343.9794712211115 kilogram,450.7115355684021 kilogram,0.0 kilogram
3118755.0310403197 kilogram,8544.534331617315 kilogram,12060102,1739071.12721 acre,935937.4592491335 kilogram,4716.576016070558 kilogram,3084591.776979616 kilogram,29446.678044633074 kilogram,0.0 kilogram,2564.2122171209135 kilogram,12.922126071426185 kilogram,8450.93637528662 kilogram,80.6758302592687 kilogram,0.0 kilogram
1415807.8123226063 kilogram,3878.92551321262 kilogram,12090103,1695016.70762 acre,35306.5958432044 kilogram,44639.315833538894 kilogram,1371167.0773412767 kilogram,1.4191477905946648 kilogram,0.0 kilogram,96.73039957042302 kilogram,122.29949543435313 kilogram,3756.622129702128 kilogram,0.00388807613861552 kilogram,0.0 kilogram
31765.055782959374 kilogram,87.02755009029966 kilogram,17100310,580283.946122 acre,4190642.4632712 kilogram,10628.536404065928 kilogram,10904.32086961264 kilogram,10232.198509280806 kilogram,0.0 kilogram,11481.212228140275 kilogram,29.119277819358707 kilogram,29.87485169756888 kilogram,28.033420573372073 kilogram,0.0 kilogram
2568793.3254306978 kilogram,7037.789932686843 kilogram,05100102,595537.749279 acre,1150962.8492371596 kilogram,1566.459639847552 kilogram,756062.830527774 kilogram,1811164.0352630764 kilogram,0.0 kilogram,3153.322874622355 kilogram,4.291670246157676 kilogram,2071.4050151445863 kilogram,4962.093247296099 kilogram,0.0 kilogram
62268.20597767082 kilogram,170.5978245963584 kilogram,17070202,1183925.91125 acre,6394882.269991134 kilogram,21492.143077908797 kilogram,9631.915773881763 kilogram,31144.147125880256 kilogram,0.0 kilogram,17520.225397235983 kilogram,58.88258377509259 kilogram,26.38881033940209 kilogram,85.32643048186371 kilogram,0.0 kilogram
6765031.204709366 kilogram,18534.332067696894 kilogram,04080201,914041.704116 acre,2720697.262078048 kilogram,599179.3542741806 kilogram,5761009.734426815 kilogram,404842.1160083702 kilogram,0.0 kilogram,7453.9651015836935 kilogram,1641.5872719840565 kilogram,15783.588313498123 kilogram,1109.156482214713 kilogram,0.0 kilogram
1554810.1160259629 kilogram,4259.753742536885 kilogram,02080107,223224.870469 acre,946352.5273334401 kilogram,114975.99789799444 kilogram,1426500.9658822515 kilogram,13333.152245717005 kilogram,0.0 kilogram,2592.7466502286034 kilogram,315.00273396710804 kilogram,3908.2218243349357 kilogram,36.52918423484111 kilogram,0.0 kilogram
43457.99614328491 kilogram,119.06300313228742 kilogram,16060014,3280886.27961 acre,3451051.91657774 kilogram,1285.5753080757256 kilogram,41112.90449504744 kilogram,1059.516340161741 kilogram,0.0 kilogram,9454.936757747233 kilogram,3.5221241317143166 kilogram,112.63809450697929 kilogram,2.902784493593811 kilogram,0.0 kilogram
1800885.7876263864 kilogram,4933.933664729826 kilogram,04060106,938469.440158 acre,3275579.647949721 kilogram,1456919.3146701562 kilogram,304013.7894241194 kilogram,39952.68353211074 kilogram,0.0 kilogram,8974.190816300606 kilogram,3991.559766219606 kilogram,832.9144915729298 kilogram,109.4594069372897 kilogram,0.0 kilogram
2019076.8791534298 kilogram,5531.7174771326845 kilogram,11130208,553933.023593 acre,414240.02288622485 kilogram,1576.3241523014974 kilogram,1994004.8152373303 kilogram,23495.739763797872 kilogram,0.0 kilogram,1134.904172291027 kilogram,4.318696307675335 kilogram,5463.0268910611785 kilogram,64.37188976382978 kilogram,0.0 kilogram
2667130.910957571 kilogram,7307.2079752262225 kilogram,05110004,698701.754714 acre,3444641.655708994 kilogram,15462.22449597646 kilogram,1958653.9925219151 kilogram,693014.6939396793 kilogram,0.0 kilogram,9437.374399202723 kilogram,42.36225889308619 kilogram,5366.175321977849 kilogram,1898.6703943552857 kilogram,0.0 kilogram
